Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
51,Female,Semi-Urban,Low,"Mushroom Cultivation, Teaching, Makeup",Beauty,Hybrid,Low,5,None,Phone,Low,Mehendi Services,Beauty,0.67,0.78
40,Female,Semi-Urban,Low,"Dairy Management, Digital Marketing, Embroidery",Education,Hybrid,High,4,None,Internet,Medium,Spoken English Classes,Education,0.65,0.93
28,Female,Rural,Medium,"Poultry Care, Sewing",Food & Beverage,Outdoor,High,3,Secondary,Land,Medium,Snack Stall,Food & Beverage,0.92,0.96
21,Female,Urban,Medium,"Candle Making, Baking, Tailoring",Domestic Services,Outdoor,Medium,2,None,Vehicle,Low,Cleaning Services,Domestic Services,0.59,0.55
34,Female,Semi-Urban,Low,"Hair Styling, Baking",E-commerce,Home-based,Medium,5,Secondary,Land + Vehicle,Medium,Handmade Products Store,E-commerce,0.62,0.6
36,Female,Rural,Low,"Mobile Repair, Daycare Management, Tailoring",E-commerce,Home-based,Low,5,Primary,Internet,Medium,Online Reselling,E-commerce,0.49,0.59
32,Female,Rural,Medium,"Tailoring, Farming, Dairy Management",Creative Services,Home-based,Medium,7,None,Phone + Internet,Medium,Video Editing Service,Creative Services,0.66,0.87
53,Male,Semi-Urban,Low,"Video Editing, Teaching",Domestic Services,Outdoor,Low,4,None,Land,High,Babysitting,Domestic Services,0.95,0.56
27,Female,Semi-Urban,Medium,"Crafting, Content Creation, Dairy Management",Food & Beverage,Outdoor,High,6,Primary,Internet,Low,Homemade Pickles,Food & Beverage,0.86,0.82
42,Female,Urban,Medium,"Reselling, Candle Making",Creative Services,Outdoor,Medium,6,Secondary,None,High,Photography Studio,Creative Services,0.58,0.8
41,Female,Semi-Urban,High,"Farming, Cooking, Teaching",Education,Hybrid,High,10,Secondary,Phone,Medium,Home Tuition,Education,0.69,0.71
49,Female,Rural,Low,"Reselling, Mobile Repair, Poultry Care",Technology,Home-based,Medium,6,Secondary,Land + Vehicle,Medium,Digital Marketing Agency,Technology,0.87,0.86
46,Male,Urban,Medium,"Video Editing, Dairy Management, Paper Craft, Content Creation",Education,Home-based,High,7,None,None,Low,Spoken English Classes,Education,0.69,0.67
21,Female,Rural,Low,"Paper Craft, Photography",Agriculture,Home-based,Medium,5,None,Vehicle,Medium,Poultry Business,Agriculture,0.85,0.91
23,Female,Semi-Urban,Medium,"Pickle Making, Daycare Management, Video Editing",Technology,Home-based,High,4,None,None,Medium,YouTube Channel,Technology,0.84,0.61
33,Female,Rural,Medium,"Makeup, Poultry Care",Art & Craft,Home-based,High,8,Primary,Vehicle,High,Jewelry Design,Art & Craft,0.48,0.57
52,Female,Rural,Low,"Farming, Mobile Repair, Home Cleaning, Embroidery",Creative Services,Hybrid,Medium,8,Secondary,Phone + Internet,High,Photography Studio,Creative Services,0.61,0.84
26,Female,Rural,Medium,"Cooking, Candle Making",Food & Beverage,Outdoor,Low,5,None,Land,High,Spice Mixing,Food & Beverage,0.65,0.8
26,Female,Semi-Urban,High,"Food Delivery, Sewing, Baking",Agriculture,Hybrid,Medium,4,Secondary,Phone,Medium,Dairy Farming,Agriculture,0.75,0.65
28,Female,Rural,Medium,"Hair Styling, Food Delivery, Digital Marketing",Art & Craft,Home-based,High,7,Primary,Phone,Low,Candle Making,Art & Craft,0.55,0.91
32,Female,Semi-Urban,Medium,"Mushroom Cultivation, Candle Making, Dairy Management",Technology,Hybrid,Low,8,Secondary,Phone,Low,YouTube Channel,Technology,0.57,0.57
26,Female,Urban,Low,"Sewing, Content Creation, Reselling, Candle Making",Education,Hybrid,High,3,None,Phone,High,Daycare Center,Education,0.72,0.91
29,Female,Rural,Low,"Food Delivery, Baking, Poultry Care, Pickle Making",Food & Beverage,Home-based,Medium,6,None,Phone + Internet,High,Spice Mixing,Food & Beverage,0.94,0.84
23,Male,Rural,Medium,"Home Cleaning, Content Creation",Technology,Home-based,High,10,Secondary,None,Low,Digital Marketing Agency,Technology,0.65,0.65
24,Female,Rural,Low,"Sewing, Teaching, Photography, Tailoring",Education,Home-based,Medium,6,Primary,Internet,Medium,Daycare Center,Education,0.52,0.78
30,Male,Semi-Urban,High,"Poultry Care, Content Creation, Cooking",Art & Craft,Outdoor,Low,8,None,Phone,Low,Jewelry Design,Art & Craft,0.88,0.61
34,Female,Rural,Low,"Crafting, Photography, Daycare Management, Embroidery",Food & Beverage,Outdoor,High,3,None,Vehicle,Medium,Tiffin Service,Food & Beverage,0.82,0.51
24,Female,Rural,Low,"Farming, Embroidery, Reselling",Art & Craft,Home-based,Low,10,Primary,Internet,Low,Candle Making,Art & Craft,0.52,0.55
33,Female,Urban,Low,"Embroidery, Candle Making",Technology,Hybrid,High,2,Primary,Phone,Medium,Mobile Repair Shop,Technology,0.7,0.83
54,Female,Rural,Medium,"Video Editing, Dairy Management, Mobile Repair",Beauty,Hybrid,Low,3,Primary,Phone,Low,Skincare Product Making,Beauty,0.7,0.55
48,Female,Urban,Medium,"Farming, Pickle Making, Embroidery, Paper Craft",Domestic Services,Home-based,Low,2,None,Phone + Internet,High,Home Cook,Domestic Services,0.8,0.57
36,Female,Semi-Urban,Low,"Mushroom Cultivation, Makeup",Food & Beverage,Outdoor,Medium,5,None,Land,Medium,Homemade Pickles,Food & Beverage,0.89,0.65
53,Female,Semi-Urban,High,"Embroidery, Home Cleaning, Food Delivery",Apparel,Outdoor,Low,7,Primary,Land + Vehicle,Low,Tailoring Business,Apparel,0.45,0.64
42,Male,Urban,Low,"Pickle Making, Food Delivery",Creative Services,Home-based,Low,3,Secondary,Land,High,Photography Studio,Creative Services,0.64,0.67
50,Female,Semi-Urban,Low,"Daycare Management, Paper Craft",E-commerce,Hybrid,Medium,9,Secondary,Phone,Low,Handmade Products Store,E-commerce,0.63,0.66
52,Female,Urban,Low,"Makeup, Mushroom Cultivation, Food Delivery",Beauty,Home-based,Low,3,None,Land + Vehicle,Medium,Mehendi Services,Beauty,0.64,0.73
51,Female,Semi-Urban,Low,"Reselling, Cooking, Candle Making",Agriculture,Home-based,Medium,3,None,None,Medium,Dairy Farming,Agriculture,0.62,0.83
27,Female,Urban,Low,"Pickle Making, Food Delivery, Hair Styling",Agriculture,Hybrid,Medium,2,Primary,Phone + Internet,Medium,Poultry Business,Agriculture,0.69,0.88
54,Female,Rural,Low,"Reselling, Embroidery, Makeup, Photography",Creative Services,Hybrid,High,6,Secondary,None,Medium,Content Creation Agency,Creative Services,0.68,0.62
44,Female,Urban,High,"Daycare Management, Pickle Making, Reselling",Domestic Services,Home-based,High,3,Secondary,Internet,Medium,Home Cook,Domestic Services,0.8,0.75
39,Female,Urban,Medium,"Baking, Sewing, Food Delivery, Farming",Agriculture,Hybrid,Medium,3,Primary,Land,Medium,Mushroom Cultivation,Agriculture,0.8,0.99
20,Female,Rural,Low,"Embroidery, Paper Craft, Cooking, Baking",Apparel,Hybrid,Low,3,None,Land + Vehicle,Medium,Tailoring Business,Apparel,0.94,0.8
23,Male,Urban,Medium,"Pickle Making, Mobile Repair, Embroidery",E-commerce,Home-based,Medium,10,None,Land + Vehicle,Medium,Handmade Products Store,E-commerce,0.51,0.85
54,Male,Rural,Medium,"Mushroom Cultivation, Paper Craft, Makeup, Food Delivery",Creative Services,Outdoor,High,4,None,Land,Low,Photography Studio,Creative Services,0.43,0.75
25,Male,Rural,Low,"Baking, Cooking",E-commerce,Outdoor,High,3,Secondary,Land,High,Dropshipping,E-commerce,0.56,0.8
42,Female,Semi-Urban,Low,"Video Editing, Photography",Art & Craft,Hybrid,Low,9,None,Phone + Internet,High,Candle Making,Art & Craft,0.95,0.89
45,Female,Rural,High,"Baking, Daycare Management",Art & Craft,Outdoor,Low,8,None,Land,Low,Candle Making,Art & Craft,0.4,0.77
33,Female,Rural,Low,"Content Creation, Paper Craft, Makeup, Photography",E-commerce,Hybrid,Medium,5,Secondary,Phone,High,Handmade Products Store,E-commerce,0.47,0.54
42,Female,Rural,Medium,"Paper Craft, Daycare Management",Apparel,Outdoor,Low,9,Secondary,None,Low,Fabric Painting,Apparel,0.6,0.92
26,Female,Urban,Medium,"Farming, Sewing",Education,Outdoor,Low,3,Primary,Phone,Medium,Spoken English Classes,Education,0.53,0.64
52,Female,Urban,Low,"Makeup, Dairy Management, Pickle Making",Technology,Outdoor,High,2,Secondary,Vehicle,High,Digital Marketing Agency,Technology,0.46,0.75
40,Female,Rural,Medium,"Hair Styling, Tailoring, Video Editing, Reselling",Education,Outdoor,Low,5,Secondary,Land + Vehicle,High,Home Tuition,Education,0.89,0.7
40,Male,Rural,Medium,"Digital Marketing, Tailoring, Teaching",Agriculture,Outdoor,Medium,4,Primary,Phone,Low,Poultry Business,Agriculture,0.65,0.74
51,Female,Urban,Low,"Makeup, Reselling, Poultry Care, Mobile Repair",Food & Beverage,Hybrid,Low,6,None,Land + Vehicle,Low,Snack Stall,Food & Beverage,0.72,0.79
30,Female,Semi-Urban,Medium,"Hair Styling, Baking",Apparel,Hybrid,High,6,None,Internet,Medium,Tailoring Business,Apparel,0.74,0.77
43,Female,Semi-Urban,Low,"Poultry Care, Video Editing",Art & Craft,Hybrid,High,10,Secondary,Vehicle,Low,Jewelry Design,Art & Craft,0.82,0.99
32,Female,Semi-Urban,Medium,"Daycare Management, Digital Marketing, Tailoring, Candle Making",Technology,Outdoor,Medium,10,Secondary,Vehicle,High,YouTube Channel,Technology,0.75,0.54
37,Female,Urban,Low,"Digital Marketing, Mobile Repair",Education,Outdoor,Low,7,Primary,Land,Low,Daycare Center,Education,0.69,0.94
32,Female,Urban,Low,"Teaching, Cooking, Tailoring",E-commerce,Home-based,High,4,Primary,Vehicle,High,Dropshipping,E-commerce,0.51,0.58
31,Male,Semi-Urban,Medium,"Embroidery, Paper Craft, Daycare Management",Art & Craft,Outdoor,Low,5,None,Vehicle,Low,Paper Crafts,Art & Craft,0.63,0.86
25,Female,Urban,Medium,"Daycare Management, Farming, Tailoring",Technology,Outdoor,Medium,5,None,Land + Vehicle,Medium,Mobile Repair Shop,Technology,0.78,0.77
54,Female,Semi-Urban,Low,"Hair Styling, Pickle Making, Embroidery",Art & Craft,Hybrid,Medium,3,None,None,Medium,Paper Crafts,Art & Craft,0.47,0.85
47,Female,Semi-Urban,Low,"Content Creation, Crafting, Makeup",Beauty,Home-based,High,4,Secondary,Vehicle,Medium,Skincare Product Making,Beauty,0.82,0.89
46,Male,Urban,Low,"Poultry Care, Candle Making, Daycare Management, Crafting",Agriculture,Hybrid,Low,3,Primary,Land,Medium,Poultry Business,Agriculture,0.71,0.82
35,Male,Urban,Low,"Home Cleaning, Digital Marketing, Daycare Management",Technology,Outdoor,Low,7,None,Internet,Low,Mobile Repair Shop,Technology,0.82,0.91
50,Female,Semi-Urban,Low,"Paper Craft, Embroidery, Pickle Making",Food & Beverage,Hybrid,Low,9,None,Vehicle,Low,Snack Stall,Food & Beverage,0.71,0.51
50,Female,Rural,Low,"Makeup, Baking",Education,Home-based,High,8,None,Internet,Medium,Spoken English Classes,Education,0.71,0.89
37,Female,Urban,Medium,"Tailoring, Sewing, Cooking",Education,Hybrid,High,5,Primary,Land,Medium,Spoken English Classes,Education,0.9,0.91
48,Female,Semi-Urban,Low,"Makeup, Pickle Making",Creative Services,Outdoor,Medium,5,Primary,Internet,Low,Content Creation Agency,Creative Services,0.74,0.9
27,Male,Semi-Urban,Low,"Food Delivery, Embroidery, Poultry Care, Home Cleaning",Creative Services,Hybrid,Medium,6,None,Phone + Internet,Low,Content Creation Agency,Creative Services,0.91,0.76
36,Female,Semi-Urban,Low,"Mushroom Cultivation, Embroidery",Art & Craft,Home-based,Low,7,Primary,Land + Vehicle,High,Candle Making,Art & Craft,0.56,0.6
28,Male,Urban,Low,"Mobile Repair, Content Creation, Teaching, Sewing",E-commerce,Outdoor,High,8,Secondary,Phone,High,Handmade Products Store,E-commerce,0.73,0.54
48,Female,Urban,Low,"Sewing, Candle Making",Apparel,Hybrid,Low,3,Primary,Phone + Internet,Low,Embroidery Shop,Apparel,0.51,1.0
55,Female,Semi-Urban,Low,"Digital Marketing, Food Delivery, Mobile Repair",Education,Outdoor,Medium,3,Secondary,Phone,High,Home Tuition,Education,0.61,0.8
53,Female,Urban,Medium,"Video Editing, Content Creation, Dairy Management",Education,Hybrid,High,9,Primary,None,Medium,Home Tuition,Education,0.9,0.69
32,Female,Urban,High,"Cooking, Crafting, Digital Marketing",Apparel,Home-based,Low,2,Secondary,Internet,Low,Tailoring Business,Apparel,0.61,0.94
18,Female,Rural,Low,"Poultry Care, Paper Craft, Reselling, Video Editing",Agriculture,Home-based,Medium,4,None,Land + Vehicle,Medium,Dairy Farming,Agriculture,0.87,0.5
27,Female,Semi-Urban,Low,"Photography, Mushroom Cultivation, Home Cleaning, Reselling",Art & Craft,Outdoor,High,7,None,Vehicle,Medium,Paper Crafts,Art & Craft,0.47,0.8
44,Male,Urban,High,"Farming, Mushroom Cultivation",Technology,Home-based,Medium,5,None,None,Low,YouTube Channel,Technology,0.71,0.65
53,Female,Rural,High,"Content Creation, Embroidery, Cooking",Apparel,Hybrid,Medium,7,None,Land,Medium,Tailoring Business,Apparel,0.42,0.83
45,Female,Semi-Urban,Low,"Makeup, Poultry Care",Domestic Services,Hybrid,High,2,Secondary,Phone + Internet,Medium,Home Cook,Domestic Services,0.81,0.69
39,Female,Urban,Low,"Crafting, Makeup, Digital Marketing",Technology,Hybrid,High,6,Secondary,Land,High,Digital Marketing Agency,Technology,0.93,0.91
55,Female,Urban,Low,"Food Delivery, Embroidery",Food & Beverage,Home-based,High,2,Secondary,Internet,Medium,Spice Mixing,Food & Beverage,0.54,0.63
38,Female,Urban,Medium,"Hair Styling, Home Cleaning",Technology,Outdoor,High,9,Secondary,None,High,Mobile Repair Shop,Technology,0.7,0.87
54,Female,Semi-Urban,Low,"Mobile Repair, Video Editing",Education,Outdoor,Medium,7,None,Internet,High,Home Tuition,Education,0.71,0.57
51,Female,Rural,Low,"Cooking, Daycare Management",Apparel,Outdoor,High,2,None,Vehicle,Low,Embroidery Shop,Apparel,0.9,0.8
39,Female,Urban,Low,"Hair Styling, Content Creation, Crafting",Beauty,Hybrid,High,3,Primary,Phone,High,Skincare Product Making,Beauty,0.46,0.57
41,Female,Semi-Urban,Low,"Candle Making, Cooking, Photography",Creative Services,Home-based,Low,7,None,Land,Medium,Video Editing Service,Creative Services,0.79,0.6
35,Male,Rural,Medium,"Pickle Making, Food Delivery, Makeup",Technology,Outdoor,High,6,Primary,Land + Vehicle,High,Mobile Repair Shop,Technology,0.87,0.79
35,Female,Urban,Low,"Candle Making, Mobile Repair, Embroidery, Crafting",Technology,Outdoor,High,8,None,Internet,Low,Mobile Repair Shop,Technology,0.77,0.96
28,Female,Rural,Low,"Poultry Care, Dairy Management, Daycare Management, Cooking",Technology,Home-based,High,8,Primary,Vehicle,Medium,Digital Marketing Agency,Technology,0.76,1.0
34,Male,Urban,Medium,"Pickle Making, Teaching, Sewing",Creative Services,Hybrid,Medium,5,Secondary,None,Medium,Photography Studio,Creative Services,0.54,0.74
34,Female,Semi-Urban,Low,"Dairy Management, Cooking",Beauty,Outdoor,Low,10,Primary,None,Low,Mehendi Services,Beauty,0.87,0.98
32,Male,Rural,Low,"Content Creation, Daycare Management, Embroidery",Education,Hybrid,Medium,7,Primary,Vehicle,High,Spoken English Classes,Education,0.65,0.96
47,Female,Urban,Low,"Digital Marketing, Baking, Embroidery, Content Creation",Domestic Services,Home-based,Low,7,None,Land,Low,Babysitting,Domestic Services,0.53,0.78
41,Female,Urban,High,"Farming, Home Cleaning",E-commerce,Home-based,High,2,Primary,Land + Vehicle,High,Online Reselling,E-commerce,0.75,0.56
51,Male,Urban,High,"Embroidery, Reselling",Food & Beverage,Outdoor,Medium,5,Primary,None,Low,Homemade Pickles,Food & Beverage,0.76,0.84
51,Female,Semi-Urban,Medium,"Poultry Care, Candle Making",Technology,Home-based,Low,4,Secondary,Vehicle,High,YouTube Channel,Technology,0.83,0.84
28,Female,Semi-Urban,Low,"Content Creation, Mushroom Cultivation, Hair Styling, Dairy Management",Creative Services,Outdoor,Medium,8,Secondary,None,Low,Video Editing Service,Creative Services,0.52,0.53
54,Female,Urban,High,"Cooking, Mushroom Cultivation, Content Creation",Education,Hybrid,Medium,6,Secondary,None,Medium,Spoken English Classes,Education,0.52,0.53
32,Female,Semi-Urban,Low,"Candle Making, Pickle Making",Food & Beverage,Outdoor,High,4,Primary,Internet,Medium,Homemade Pickles,Food & Beverage,0.78,0.54
51,Female,Urban,Low,"Content Creation, Candle Making, Poultry Care",Technology,Home-based,Medium,10,None,Land,Medium,Mobile Repair Shop,Technology,0.54,0.84
48,Female,Rural,Low,"Home Cleaning, Content Creation",Agriculture,Home-based,High,10,Secondary,Phone + Internet,High,Mushroom Cultivation,Agriculture,0.63,0.56
20,Female,Urban,High,"Paper Craft, Mushroom Cultivation",Domestic Services,Hybrid,Low,2,Primary,None,Medium,Cleaning Services,Domestic Services,0.9,0.6
21,Female,Rural,Medium,"Sewing, Home Cleaning, Video Editing, Pickle Making",Food & Beverage,Hybrid,Medium,9,None,Land,Low,Tiffin Service,Food & Beverage,0.66,0.94
23,Male,Semi-Urban,Low,"Cooking, Teaching",Apparel,Hybrid,Medium,5,Primary,Phone,Medium,Tailoring Business,Apparel,0.47,0.93
24,Female,Semi-Urban,Low,"Hair Styling, Embroidery",Education,Hybrid,Low,4,None,Phone,Low,Daycare Center,Education,0.81,0.9
49,Male,Semi-Urban,Medium,"Hair Styling, Food Delivery, Mobile Repair, Home Cleaning",Creative Services,Hybrid,Medium,8,Primary,Land,Low,Video Editing Service,Creative Services,0.85,0.74
30,Female,Rural,Low,"Mobile Repair, Reselling, Sewing, Content Creation",Education,Hybrid,Medium,6,None,Internet,Medium,Daycare Center,Education,0.45,0.61
30,Male,Urban,Low,"Hair Styling, Mushroom Cultivation, Tailoring, Paper Craft",Beauty,Hybrid,High,5,None,Phone,Medium,Mehendi Services,Beauty,0.48,0.93
25,Female,Urban,Low,"Video Editing, Teaching, Tailoring, Dairy Management",Domestic Services,Home-based,Medium,7,Secondary,Land + Vehicle,Medium,Cleaning Services,Domestic Services,0.74,0.93
37,Female,Semi-Urban,Low,"Teaching, Makeup, Candle Making",Apparel,Outdoor,High,6,Secondary,Phone + Internet,Medium,Embroidery Shop,Apparel,0.6,0.96
38,Male,Rural,Low,"Mushroom Cultivation, Dairy Management",Creative Services,Home-based,Medium,6,Secondary,Phone + Internet,High,Content Creation Agency,Creative Services,0.72,0.89
47,Female,Urban,Medium,"Crafting, Dairy Management",Domestic Services,Outdoor,Medium,4,Primary,Phone,High,Babysitting,Domestic Services,0.6,0.81
46,Male,Rural,Low,"Baking, Teaching",Food & Beverage,Outdoor,Low,10,None,Land + Vehicle,Medium,Homemade Pickles,Food & Beverage,0.43,0.91
53,Female,Urban,Low,"Home Cleaning, Makeup",Domestic Services,Hybrid,High,8,None,Vehicle,Medium,Home Cook,Domestic Services,0.68,0.71
24,Female,Urban,Medium,"Video Editing, Embroidery, Baking, Food Delivery",Beauty,Outdoor,High,4,Secondary,Vehicle,High,Home Salon,Beauty,0.89,0.7
40,Male,Rural,Low,"Makeup, Mushroom Cultivation",Agriculture,Hybrid,Medium,9,None,Land + Vehicle,Low,Poultry Business,Agriculture,0.41,0.79
37,Female,Urban,Medium,"Crafting, Cooking, Reselling",Creative Services,Outdoor,High,2,Secondary,None,Medium,Photography Studio,Creative Services,0.62,0.87
38,Female,Rural,Medium,"Makeup, Pickle Making, Embroidery",Agriculture,Hybrid,Medium,2,Secondary,None,High,Dairy Farming,Agriculture,0.55,0.94
23,Male,Urban,Medium,"Reselling, Dairy Management",Domestic Services,Home-based,Medium,3,Secondary,Phone + Internet,Low,Home Cook,Domestic Services,0.4,0.6
36,Female,Rural,Low,"Daycare Management, Tailoring, Cooking",Education,Outdoor,Medium,5,Secondary,Vehicle,High,Home Tuition,Education,0.65,0.97
54,Female,Semi-Urban,Low,"Sewing, Cooking, Baking",Apparel,Home-based,Medium,2,Secondary,None,Medium,Embroidery Shop,Apparel,0.47,0.55
30,Female,Rural,Medium,"Crafting, Paper Craft, Candle Making",Food & Beverage,Home-based,Low,3,Primary,Internet,High,Snack Stall,Food & Beverage,0.92,0.95
29,Female,Urban,Low,"Food Delivery, Digital Marketing, Farming, Makeup",Education,Home-based,Low,2,Primary,Land,High,Spoken English Classes,Education,0.77,0.74
18,Male,Urban,Low,"Makeup, Daycare Management, Poultry Care, Hair Styling",Domestic Services,Home-based,Low,3,Secondary,None,High,Cleaning Services,Domestic Services,0.44,0.7
48,Male,Rural,Low,"Pickle Making, Poultry Care, Mobile Repair",Beauty,Home-based,High,10,Secondary,Internet,High,Mehendi Services,Beauty,0.93,0.59
